Total Nodos,Valor del nodo
371,6
372,6
373,6
374,6
375,6
376,6
377,6
378,6
379,6
380,6
381,6
382,6
383,6
384,6
385,6
386,6
387,6
388,6
389,6
390,6
391,6
392,6
393,6
394,6
395,6
396,6
397,6
398,6
399,6
400,6
401,6
402,6
403,6
404,6
405,6
406,6
407,6
408,6
409,6
410,6
411,6
412,6
413,6
414,6
415,6
416,6
417,6
418,6
419,6
420,6
421,6
422,6
423,6
424,6
425,6
426,6
427,6
428,6
429,6
430,6
431,6
432,6
433,6
434,6
435,6
436,6
437,6
438,6
439,6
440,6
441,6
442,6
443,6
444,6
445,6
446,6
447,6
448,6
449,6
450,6
451,6
452,6
453,6
454,6
455,6
456,6
457,6
458,6
459,6
460,6
461,6
462,6
463,6
464,6
465,6
466,6
467,6
468,6
469,6
470,6
471,6
472,6
473,6
474,6
475,6
476,6
477,6
478,6
479,6
480,6
481,6
482,6
483,6
484,6
485,6
486,6
487,6
488,6
489,6
490,6
491,6
492,6
493,6
494,6
495,6
496,6
497,6
498,6
499,6
500,6
501,6
502,6
503,6
504,6
505,6
506,6
507,6
508,6
509,6
510,6
511,6
512,6
513,6
514,6
515,6
516,6
517,6
518,6
519,6
520,6
521,6
522,6
523,6
524,6
525,6
526,6
527,6
528,6
529,6
530,6
531,6
532,6
533,6
534,6
535,6
536,6
537,6
538,6
539,6
540,6
541,6
542,6
543,6
544,6
545,6
546,6
547,6
548,6
549,6
550,6
551,6
552,6
553,6
554,6
555,6
556,6
557,6
558,6
559,6
560,6
561,6
562,6
563,6
564,6
565,6
566,6
567,6
568,6
569,6
570,6
571,6
572,6
573,6
574,6
575,6
576,6
577,6
578,6
579,6
580,6
581,6
582,6
583,6
584,6
585,6
586,6
587,6
588,6
589,6
590,6
591,6
592,6
593,6
594,6
595,6
596,6
597,6
598,6
599,6
600,6
601,6
602,6
603,6
604,6
605,6
606,6
607,6
608,6
609,6
610,6
611,6
612,6
613,6
614,6
615,6
616,6
617,6
618,6
619,6
620,6
621,6
622,6
623,6
624,6
625,6
626,6
627,6
628,6
629,6
630,6
631,6
632,6
633,6
634,6
635,6
636,6
637,6
638,6
639,6
640,6
641,6
642,6
643,6
644,6
645,6
646,6
647,6
648,6
649,6
650,6
651,6
652,6
653,6
654,6
655,6
656,6
657,6
658,6
659,6
660,6
661,6
662,6
663,6
664,6
665,6
666,6
667,6
668,6
669,6
670,6
671,6
672,6
673,6
674,6
675,6
676,6
677,6
678,6
679,6
680,6
681,6
682,6
683,6
684,6
685,6
686,6
687,6
688,6
689,6
690,6
691,6
692,6
693,6
694,6
695,6
696,6
697,6
698,6
699,6
700,6
701,6
702,6
703,6
704,6
705,6
706,6
707,6
708,6
709,6
710,6
711,6
712,6
713,6
714,6
715,6
716,6
717,6
718,6
719,6
720,6
721,6
722,6
723,6
724,6
725,6
726,6
727,6
728,6
729,6
730,6
731,6
732,6
733,6
734,6
735,6
736,6
737,6
738,6
739,6
740,6
741,6
742,6
743,6
744,6
745,6
746,6
747,6
748,6
749,6
750,6
751,6
752,6
753,6
754,6
755,6
756,6
757,6
758,6
759,6
760,6
761,6
762,6
763,6
764,6
765,6
766,6
767,6
768,6
769,6
770,6
771,6
772,6
773,6
774,6
775,6
776,6
777,6
778,6
779,6
780,6
781,6
782,6
783,6
784,6
785,6
786,6
787,6
788,6
789,6
790,6
791,6
792,6
793,6
794,6
795,6
796,6
797,7
798,7
799,7
800,7
801,7
802,7
803,7
804,7
805,7
806,7
807,7
808,7
809,7
810,7
811,7
812,7
813,7
814,7
815,7
816,7
817,7
818,7
819,7
820,7
821,7
822,7
823,7
824,7
825,7
826,7
827,7
828,7
829,7
830,7
831,7
832,7
833,7
834,7
835,7
836,7
837,7
838,7
839,7
840,7
841,7
842,7
843,7
844,7
845,7
846,7
847,7
848,7
849,7
850,7
851,7
852,7
853,7
854,7
855,7
856,7
857,7
858,7
859,7
860,7
861,7
862,7
863,7
864,7
865,7
866,7
867,7
868,7
869,7
870,7
871,7
872,7
873,7
874,7
875,7
876,7
877,7
878,7
879,7
880,7
881,7
882,7
883,7
884,7
885,7
886,7
887,7
888,7
889,7
890,7
891,7
892,7
893,7
894,7
895,7
896,7
897,7
898,7
899,7
900,7
901,7
902,7
903,7
904,7
905,7
906,7
907,7
908,7
909,7
910,7
911,7
912,7
913,7
914,7
915,7
916,7
917,7
918,7
919,7
920,7
921,7
922,7
923,7
924,7
925,7
926,7
927,7
928,7
929,7
930,7
931,7
932,7
933,7
934,7
935,7
936,7
937,7
938,7
939,7
940,7
941,7
942,7
943,7
944,7
945,7
946,7
947,7
948,7
949,7
950,7
951,7
952,7
953,7
954,7
955,7
956,7
957,7
958,7
959,7
960,7
961,7
962,7
963,7
964,7
965,7
966,7
967,7
968,7
969,7
970,7
971,7
972,7
973,7
974,7
975,7
976,7
977,7
978,7
979,7
980,7
981,7
982,7
983,7
984,7
985,7
986,7
987,7
988,7
989,7
990,7
991,7
992,7
993,7
994,7
995,7
996,7
997,7
998,7
999,7
1000,7
1001,7
1002,7
1003,7
1004,7
1005,7
1006,7
1007,7
1008,7
1009,7
1010,7
1011,7
1012,7
1013,7
1014,7
1015,7
1016,7
1017,7
1018,7
1019,7
1020,7
1021,7
1022,7
1023,7
1024,7
1025,7
1026,7
1027,7
1028,7
1029,7
1030,7
1031,7
1032,7
1033,7
1034,7
1035,7
1036,7
1037,7
1038,7
1039,7
1040,7
1041,7
1042,7
1043,7
1044,7
1045,7
1046,7
1047,7
1048,7
1049,7
1050,7
1051,7
1052,7
1053,7
1054,7
1055,7
1056,7
1057,7
1058,7
1059,7
1060,7
1061,7
1062,7
1063,7
1064,7
1065,7
1066,7
1067,7
1068,7
1069,7
1070,7
1071,7
1072,7
1073,7
1074,7
1075,7
1076,7
1077,7
1078,7
1079,7
1080,7
1081,7
1082,7
1083,7
1084,7
1085,7
1086,7
1087,7
1088,7
1089,7
1090,7
1091,7
1092,7
1093,7
1094,7
1095,7
1096,7
1097,7
1098,7
1099,7
1100,7
1101,7
1102,7
1103,7
1104,7
1105,7
1106,7
1107,7
1108,7
1109,7
1110,7
1111,7
1112,7
1113,7
1114,7
1115,7
1116,7
1117,7
1118,7
1119,7
1120,7
1121,7
1122,7
1123,7
1124,7
1125,7
1126,7
1127,7
1128,7
1129,7
1130,7
1131,7
1132,7
1133,7
1134,7
1135,7
1136,7
1137,7
1138,7
1139,7
1140,7
1141,7
1142,7
1143,7
1144,7
1145,7
1146,7
1147,7
1148,7
1149,7
1150,7
1151,7
1152,7
1153,7
1154,7
1155,7
1156,7
1157,7
1158,7
1159,7
1160,7
1161,7
1162,7
1163,7
1164,7
1165,7
1166,7
1167,7
1168,7
1169,7
1170,7
1171,7
1172,7
1173,7
1174,7
1175,7
1176,7
1177,7
1178,7
1179,7
1180,7
1181,7
1182,7
1183,7
1184,7
1185,7
1186,7
1187,7
1188,7
1189,7
1190,7
1191,7
1192,7
1193,7
1194,7
1195,7
1196,7
1197,7
1198,7
1199,7
1200,7
1201,7
1202,7
1203,7
1204,7
1205,7
1206,7
1207,7
1208,7
1209,7
1210,7
1211,7
1212,7
1213,7
1214,7
1215,7
1216,7
1217,7
1218,7
1219,7
1220,7
1221,7
1222,7
1223,7
1224,7
1225,7
1226,7
1227,7
1228,7
1229,7
1230,7
1231,7
1232,7
1233,7
1234,7
1235,7
1236,7
1237,7
1238,7
1239,7
1240,7
1241,7
1242,7
1243,7
1244,7
1245,7
1246,7
1247,7
1248,7
1249,7
1250,7
1251,7
1252,7
1253,7
1254,7
1255,7
1256,7
1257,7
1258,7
1259,7
1260,7
1261,7
1262,7
1263,7
1264,7
1265,7
1266,7
1267,7
1268,7
1269,7
1270,7
1271,7
1272,7
1273,7
1274,7
1275,7
1276,7
1277,7
1278,7
1279,7
1280,7
1281,7
1282,7
1283,7
1284,7
1285,7
1286,7
1287,7
1288,7
1289,7
1290,7
1291,7
1292,7
1293,7
1294,7
1295,7
1296,7
1297,7
1298,7
1299,7
1300,7
1301,7
1302,7
1303,7
1304,7
1305,7
1306,7
1307,7
1308,7
1309,7
1310,7
1311,7
1312,7
1313,7
1314,7
1315,7
1316,7
1317,7
1318,7
1319,7
1320,7
1321,7
1322,7
1323,7
1324,7
1325,7
1326,7
1327,7
1328,7
1329,7
1330,7
1331,7
1332,7
1333,7
1334,7
1335,7
1336,7
1337,7
1338,7
1339,7
1340,7
1341,7
1342,7
1343,7
1344,7
1345,7
1346,7
1347,7
1348,7
1349,7
1350,7
1351,7
1352,7
1353,7
1354,7
1355,7
1356,7
1357,7
1358,7
1359,7
1360,7
1361,7
1362,7
1363,7
1364,7
1365,7
1366,7
1367,7
1368,7
1369,7
1370,7
1371,7
1372,7
1373,7
1374,7
1375,7
1376,7
1377,7
1378,7
1379,7
1380,7
1381,7
1382,7
1383,7
1384,7
1385,7
1386,7
1387,7
1388,7
1389,7
1390,7
1391,7
1392,7
1393,7
1394,7
1395,7
1396,7
1397,7
1398,7
1399,7
1400,7
1401,7
1402,7
1403,7
1404,7
1405,7
1406,7
1407,7
1408,7
1409,7
1410,7
1411,7
1412,7
1413,7
1414,8
1415,8
1416,8
1417,8
1418,8
1419,8
1420,8
1421,8
1422,8
1423,8
1424,8
1425,8
1426,8
1427,8
1428,8
1429,8
1430,8
1431,8
1432,8
1433,8
1434,8
1435,8
1436,8
1437,8
1438,8
1439,8
1440,8
1441,8
1442,8
1443,8
1444,8
1445,8
1446,8
1447,8
1448,8
1449,8
1450,8
1451,8
1452,8
1453,8
1454,8
1455,8
1456,8
1457,8
1458,8
1459,8
1460,8
1461,8
1462,8
1463,8
1464,8
1465,8
1466,8
1467,8
1468,8
1469,8
1470,8
1471,8
1472,8
1473,8
1474,8
1475,8
1476,8
1477,8
1478,8
1479,8
1480,8
1481,8
1482,8
1483,8
1484,8
1485,8
1486,8
1487,8
1488,8
1489,8
1490,8
1491,8
1492,8
1493,8
1494,8
1495,8
1496,8
1497,8
1498,8
1499,8
1500,8
1501,8
1502,8
1503,8
1504,8
1505,8
1506,8
1507,8
1508,8
1509,8
1510,8
1511,8
1512,8
1513,8
1514,8
1515,8
1516,8
1517,8
1518,8
1519,8
1520,8
1521,8
1522,8
1523,8
1524,8
1525,8
1526,8
1527,8
1528,8
1529,8
1530,8
1531,8
1532,8
1533,8
1534,8
1535,8
1536,8
1537,8
1538,8
1539,8
1540,8
1541,8
1542,8
1543,8
1544,8
1545,8
1546,8
1547,8
1548,8
1549,8
1550,8
1551,8
1552,8
1553,8
1554,8
1555,8
1556,8
1557,8
1558,8
1559,8
1560,8
1561,8
1562,8
1563,8
1564,8
1565,8
1566,8
1567,8
1568,8
1569,8
1570,8
1571,8
1572,8
1573,8
1574,8
1575,8
1576,8
1577,8
1578,8
1579,8
1580,8
1581,8
1582,8
1583,8
1584,8
1585,8
1586,8
1587,8
1588,8
1589,8
1590,8
1591,8
1592,8
1593,8
1594,8
1595,8
1596,8
1597,8
1598,8
1599,8
1600,8
1601,8
1602,8
1603,8
1604,8
1605,8
1606,8
1607,8
1608,8
1609,8
1610,8
1611,8
1612,8
1613,8
1614,8
1615,8
1616,8
1617,8
1618,8
1619,8
1620,8
1621,8
1622,8
1623,8
1624,8
1625,8
1626,8
1627,8
1628,8
1629,8
1630,8
1631,8
1632,8
1633,8
1634,8
1635,8
1636,8
1637,8
1638,8
1639,8
1640,8
1641,8
1642,8
1643,8
1644,8
1645,8
1646,8
1647,8
1648,8
1649,8
1650,8
1651,8
1652,8
1653,8
1654,8
1655,8
1656,8
1657,8
1658,8
1659,8
1660,8
1661,8
1662,8
1663,8
1664,8
1665,8
1666,8
1667,8
1668,8
1669,8
1670,8
1671,8
1672,8
1673,8
1674,8
1675,8
1676,8
1677,8
1678,8
1679,8
1680,8
1681,8
1682,8
1683,8
1684,8
1685,8
1686,8
1687,8
1688,8
1689,8
1690,8
1691,8
1692,8
1693,8
1694,8
1695,8
1696,8
1697,8
1698,8
1699,8
1700,8
1701,8
1702,8
1703,8
1704,8
1705,8
1706,8
1707,8
1708,8
1709,8
1710,8
1711,8
1712,8
1713,8
1714,8
1715,8
1716,8
1717,8
1718,8
1719,8
1720,8
1721,8
1722,8
1723,8
1724,8
1725,8
1726,8
1727,8
1728,8
1729,8
1730,8
1731,8
1732,8
1733,8
1734,8
1735,8
1736,8
1737,8
1738,8
1739,8
1740,8
1741,8
1742,8
1743,8
1744,8
1745,8
1746,8
1747,8
1748,8
1749,8
1750,8
1751,8
1752,8
1753,8
1754,8
1755,8
1756,8
1757,8
1758,8
1759,8
1760,8
1761,8
1762,8
1763,8
1764,8
1765,8
1766,8
1767,8
1768,8
1769,8
1770,8
1771,8
1772,8
1773,8
1774,8
1775,8
1776,8
1777,8
1778,8
1779,8
1780,8
1781,8
1782,8
1783,8
1784,8
1785,8
1786,8
1787,8
1788,8
1789,8
1790,8
1791,8
1792,8
1793,8
1794,8
1795,8
1796,8
1797,8
1798,8
1799,8
1800,8
1801,8
1802,8
1803,8
1804,9
1805,9
1806,9
1807,9
1808,9
1809,9
1810,9
1811,9
1812,9
1813,9
1814,9
1815,9
1816,9
1817,9
1818,9
1819,9
1820,9
1821,9
1822,9
1823,9
1824,9
1825,9
1826,9
1827,9
1828,9
1829,9
1830,9
1831,9
1832,9
1833,9
1834,9
1835,9
1836,9
1837,9
1838,9
1839,9
1840,9
1841,9
1842,9
1843,9
1844,9
1845,9
1846,9
1847,9
1848,9
1849,9
1850,9
1851,9
1852,9
1853,9
1854,9
1855,9
1856,9
1857,9
1858,9
1859,9
1860,9
1861,9
1862,9
1863,9
1864,9
1865,9
1866,9
1867,9
1868,9
1869,9
1870,9
1871,9
1872,9
1873,9
1874,9
1875,9
1876,9
1877,9
1878,9
1879,9
1880,9
1881,9
1882,9
1883,9
1884,9
1885,9
1886,9
1887,9
1888,9
1889,9
1890,9
1891,9
1892,9
1893,9
1894,9
1895,9
1896,9
1897,9
1898,9
1899,9
1900,9
1901,9
1902,9
1903,9
1904,9
1905,9
1906,9
1907,9
1908,9
1909,9
1910,9
1911,9
1912,9
1913,9
1914,9
1915,9
1916,9
1917,9
1918,9
1919,9
1920,9
1921,9
1922,9
1923,9
1924,9
1925,9
1926,9
1927,9
1928,9
1929,9
1930,9
1931,9
1932,9
1933,9
1934,9
1935,9
1936,9
1937,9
1938,9
1939,9
1940,9
1941,9
1942,9
1943,9
1944,9
1945,9
1946,9
1947,9
1948,9
1949,9
1950,9
1951,9
1952,9
1953,9
1954,9
1955,9
1956,9
1957,9
1958,9
1959,9
1960,9
1961,9
1962,9
1963,9
1964,9
1965,9
1966,9
1967,9
1968,9
1969,9
1970,9
1971,9
1972,9
1973,9
1974,9
1975,9
1976,9
1977,9
1978,9
1979,9
1980,9
1981,9
1982,9
1983,9
1984,9
1985,9
1986,9
1987,9
1988,9
1989,9
1990,9
1991,9
1992,9
1993,9
1994,9
1995,9
1996,9
1997,9
1998,9
1999,9
2000,9
2001,9
2002,9
2003,9
2004,9
2005,9
2006,9
2007,9
2008,9
2009,9
2010,9
2011,9
2012,9
2013,9
2014,9
2015,9
2016,9
2017,9
2018,9
2019,9
2020,9
2021,9
2022,9
2023,9
2024,9
2025,9
2026,9
2027,9
2028,9
2029,9
2030,9
2031,9
2032,9
2033,9
2034,9
2035,9
2036,9
2037,9
2038,9
2039,9
2040,9
2041,9
2042,9
2043,9
2044,9
2045,9
2046,9
2047,9
2048,9
2049,9
2050,9
2051,9
2052,9
2053,10
2054,10
2055,10
2056,10
2057,10
2058,10
2059,10
2060,10
2061,10
2062,10
2063,10
2064,10
2065,10
2066,10
2067,10
2068,10
2069,10
2070,10
2071,10
2072,10
2073,10
2074,10
2075,10
2076,10
2077,10
2078,10
2079,10
2080,10
2081,10
2082,10
2083,10
2084,10
2085,10
2086,10
2087,10
2088,10
2089,10
2090,10
2091,10
2092,10
2093,10
2094,10
2095,10
2096,10
2097,10
2098,10
2099,10
2100,10
2101,10
2102,10
2103,10
2104,10
2105,10
2106,10
2107,10
2108,10
2109,10
2110,10
2111,10
2112,10
2113,10
2114,10
2115,10
2116,10
2117,10
2118,10
2119,10
2120,10
2121,10
2122,10
2123,10
2124,10
2125,10
2126,10
2127,10
2128,10
2129,10
2130,10
2131,10
2132,10
2133,10
2134,10
2135,10
2136,10
2137,10
2138,10
2139,10
2140,10
2141,10
2142,10
2143,10
2144,10
2145,10
2146,10
2147,10
2148,10
2149,10
2150,10
2151,10
2152,10
2153,10
2154,10
2155,10
2156,10
2157,10
2158,10
2159,10
2160,10
2161,10
2162,10
2163,10
2164,10
2165,10
2166,10
2167,10
2168,10
2169,10
2170,10
2171,10
2172,10
2173,10
2174,10
2175,10
2176,10
2177,10
2178,10
2179,10
2180,10
2181,10
2182,10
2183,10
2184,10
2185,10
2186,10
2187,10
2188,10
2189,10
2190,10
2191,10
2192,10
2193,10
2194,10
2195,10
2196,11
2197,11
2198,11
2199,11
2200,11
2201,11
2202,11
2203,11
2204,11
2205,11
2206,11
2207,11
2208,11
2209,11
2210,11
2211,11
2212,11
2213,11
2214,11
2215,11
2216,11
2217,11
2218,11
2219,11
2220,11
2221,11
2222,11
2223,11
2224,11
2225,11
2226,11
2227,11
2228,11
2229,11
2230,11
2231,11
2232,11
2233,11
2234,11
2235,11
2236,11
2237,11
2238,11
2239,11
2240,11
2241,11
2242,11
2243,11
2244,11
2245,11
2246,11
2247,11
2248,11
2249,11
2250,11
2251,11
2252,11
2253,11
2254,11
2255,11
2256,11
2257,11
2258,11
2259,11
2260,11
2261,11
2262,11
2263,11
2264,11
2265,11
2266,11
2267,11
2268,11
2269,11
2270,11
2271,11
2272,11
2273,11
2274,11
2275,11
2276,11
2277,11
2278,11
2279,11
2280,11
2281,11
2282,11
2283,11
2284,11
2285,11
2286,11
2287,11
2288,11
2289,11
2290,11
2291,11
2292,11
2293,12
2294,12
2295,12
2296,12
2297,12
2298,12
2299,12
2300,12
2301,12
2302,12
2303,12
2304,12
2305,12
2306,12
2307,12
2308,12
2309,12
2310,12
2311,12
2312,12
2313,12
2314,12
2315,12
2316,12
2317,12
2318,12
2319,12
2320,12
2321,12
2322,12
2323,12
2324,12
2325,12
2326,12
2327,12
2328,12
2329,12
2330,12
2331,12
2332,12
2333,12
2334,12
2335,12
2336,12
2337,12
2338,12
2339,12
2340,12
2341,12
2342,12
2343,12
2344,12
2345,12
2346,12
2347,12
2348,12
2349,12
2350,12
2351,12
2352,12
2353,12
2354,12
2355,12
2356,12
2357,13
2358,13
2359,13
2360,13
2361,13
2362,13
2363,13
2364,13
2365,13
2366,13
2367,13
2368,13
2369,13
2370,13
2371,13
2372,13
2373,13
2374,13
2375,13
2376,13
2377,13
2378,13
2379,13
2380,13
2381,13
2382,13
2383,13
2384,13
2385,13
2386,13
2387,13
2388,13
2389,13
2390,13
2391,13
2392,13
2393,13
2394,13
2395,13
2396,13
2397,13
2398,13
2399,13
2400,13
2401,13
2402,13
2403,13
2404,13
2405,13
2406,13
2407,14
2408,14
2409,14
2410,14
2411,14
2412,14
2413,14
2414,14
2415,14
2416,14
2417,14
2418,14
2419,14
2420,14
2421,14
2422,14
2423,14
2424,14
2425,14
2426,14
2427,14
2428,14
2429,14
2430,14
2431,14
2432,14
2433,14
2434,14
2435,14
2436,14
2437,14
2438,14
2439,14
2440,14
2441,14
2442,14
2443,15
2444,15
2445,15
2446,15
2447,15
2448,15
2449,15
2450,15
2451,15
2452,15
2453,15
2454,16
2455,16
2456,16
2457,16
2458,16
2459,16
2460,16
2461,16
2462,16
2463,16
2464,16
2465,16
2466,16
2467,16
2468,17
2469,17
2470,17
2471,17
2472,17
2473,17
2474,17
2475,18
2476,18
2477,18
2478,18
2479,18
2480,18
2481,18
2482,19
2483,19
2484,19
2485,19
2486,19
2487,20
2488,20
2489,20
2490,20
2491,20
2492,21
2493,21
2494,21
2495,22
2496,23
2497,23
2498,27
2499,28
2500,38
